trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN8346F223194:2021-02-21T18:50:52Z,19:43:00,19:46:00,StopPoint:OCETGV INOUI-87575142,2,,0,0,
OCESN8346F223194:2021-02-21T18:50:52Z,20:16:00,20:19:00,StopPoint:OCETGV INOUI-87571240,3,,0,0,
OCESN8346F223194:2021-02-21T18:50:52Z,21:17:00,21:17:00,StopPoint:OCETGV INOUI-87391003,4,,1,0,
OCESN8347F116481:2021-02-19T13:09:32Z,20:36:00,20:36:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8347F116481:2021-02-19T13:09:32Z,21:21:00,21:24:00,StopPoint:OCETGV-87571216,1,,0,0,
OCESN8347F116481:2021-02-19T13:09:32Z,21:45:00,21:50:00,StopPoint:OCETGV-87571240,2,,0,0,
OCESN8347F116481:2021-02-19T13:09:32Z,22:23:00,22:23:00,StopPoint:OCETGV-87575001,3,,1,0,
OCESN8347F116485:2021-02-19T13:09:32Z,20:36:00,20:36:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8347F116485:2021-02-19T13:09:32Z,21:21:00,21:24:00,StopPoint:OCETGV-87571216,1,,0,0,
OCESN8347F116485:2021-02-19T13:09:32Z,21:45:00,21:50:00,StopPoint:OCETGV-87571240,2,,0,0,
OCESN8347F116485:2021-02-19T13:09:32Z,22:15:00,22:18:00,StopPoint:OCETGV-87575142,3,,0,0,
OCESN8347F116485:2021-02-19T13:09:32Z,22:36:00,22:36:00,StopPoint:OCETGV-87575001,4,,1,0,
OCESN8347F144208:2021-02-19T13:09:32Z,20:31:00,20:31:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8347F144208:2021-02-19T13:09:32Z,21:22:00,21:24:00,StopPoint:OCETGV-87571216,1,,0,0,
OCESN8347F144208:2021-02-19T13:09:32Z,21:45:00,21:50:00,StopPoint:OCETGV-87571240,2,,0,0,
OCESN8347F144208:2021-02-19T13:09:32Z,22:15:00,22:18:00,StopPoint:OCETGV-87575142,3,,0,0,
OCESN8347F144208:2021-02-19T13:09:32Z,22:36:00,22:36:00,StopPoint:OCETGV-87575001,4,,1,0,
OCESN8347F202423:2021-02-19T13:09:32Z,20:32:00,20:32:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8347F202423:2021-02-19T13:09:32Z,21:22:00,21:25:00,StopPoint:OCETGV-87571216,1,,0,0,
OCESN8347F202423:2021-02-19T13:09:32Z,21:45:00,21:50:00,StopPoint:OCETGV-87571240,2,,0,0,
OCESN8347F202423:2021-02-19T13:09:32Z,22:15:00,22:18:00,StopPoint:OCETGV-87575142,3,,0,0,
OCESN8347F202423:2021-02-19T13:09:32Z,22:36:00,22:36:00,StopPoint:OCETGV-87575001,4,,1,0,
OCESN8347F223195:2021-02-19T18:51:30Z,20:36:00,20:36:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8347F223195:2021-02-19T18:51:30Z,21:21:00,21:24:00,StopPoint:OCETGV-87571216,1,,0,0,
OCESN8347F223195:2021-02-19T18:51:30Z,21:45:00,21:50:00,StopPoint:OCETGV-87571240,2,,0,0,
OCESN8347F223195:2021-02-19T18:51:30Z,22:19:00,22:22:00,StopPoint:OCETGV-87575142,3,,0,0,
OCESN8347F223195:2021-02-19T18:51:30Z,22:38:00,22:38:00,StopPoint:OCETGV-87575001,4,,1,0,
OCESN8347F224500:2021-02-21T18:50:52Z,20:36:00,20:36:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8347F224500:2021-02-21T18:50:52Z,21:21:00,21:24:00,StopPoint:OCETGV-87571216,1,,0,0,
OCESN8347F224500:2021-02-21T18:50:52Z,21:45:00,21:50:00,StopPoint:OCETGV-87571240,2,,0,0,
OCESN8347F224500:2021-02-21T18:50:52Z,22:20:00,22:23:00,StopPoint:OCETGV-87575142,3,,0,0,
OCESN8347F224500:2021-02-21T18:50:52Z,22:37:00,22:37:00,StopPoint:OCETGV-87575001,4,,1,0,
OCESN8350F132928:2021-02-21T18:50:52Z,05:12:00,05:12:00,StopPoint:OCETGV-87575001,0,,0,1,
OCESN8350F132928:2021-02-21T18:50:52Z,05:50:00,05:54:00,StopPoint:OCETGV-87571240,1,,0,0,
OCESN8350F132928:2021-02-21T18:50:52Z,06:52:00,06:52:00,StopPoint:OCETGV-87391003,2,,1,0,
OCESN8350F214671:2021-02-20T18:50:55Z,05:19:00,05:19:00,StopPoint:OCETGV-87575001,0,,0,1,
OCESN8350F214671:2021-02-20T18:50:55Z,05:50:00,05:54:00,StopPoint:OCETGV-87571240,1,,0,0,
OCESN8350F214671:2021-02-20T18:50:55Z,06:52:00,06:52:00,StopPoint:OCETGV-87391003,2,,1,0,
OCESN8352F150017:2021-02-21T18:50:52Z,06:12:00,06:12:00,StopPoint:OCETGV-87575001,0,,0,1,
OCESN8352F150017:2021-02-21T18:50:52Z,06:44:00,06:53:00,StopPoint:OCETGV-87571240,1,,0,0,
OCESN8352F150017:2021-02-21T18:50:52Z,07:12:00,07:15:00,StopPoint:OCETGV-87571216,2,,0,0,
OCESN8352F150017:2021-02-21T18:50:52Z,08:01:00,08:01:00,StopPoint:OCETGV-87391003,3,,1,0,
OCESN8352F214715:2021-02-19T13:09:32Z,06:12:00,06:12:00,StopPoint:OCETGV-87575001,0,,0,1,
OCESN8352F214715:2021-02-19T13:09:32Z,06:44:00,06:53:00,StopPoint:OCETGV-87571240,1,,0,0,
OCESN8352F214715:2021-02-19T13:09:32Z,07:12:00,07:15:00,StopPoint:OCETGV-87571216,2,,0,0,
OCESN8352F214715:2021-02-19T13:09:32Z,08:00:00,08:00:00,StopPoint:OCETGV-87391003,3,,1,0,
OCESN8357F147741:2021-02-19T18:51:30Z,13:41:00,13:41:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8357F147741:2021-02-19T18:51:30Z,15:26:00,15:29:00,StopPoint:OCETGV-87485490,1,,0,0,
OCESN8357F147741:2021-02-19T18:51:30Z,15:44:00,15:47:00,StopPoint:OCETGV-87485300,2,,0,0,
OCESN8357F147741:2021-02-19T18:51:30Z,16:05:00,16:08:00,StopPoint:OCETGV-87485227,3,,0,0,
OCESN8357F147741:2021-02-19T18:51:30Z,16:27:00,16:27:00,StopPoint:OCETGV-87485003,4,,1,0,
OCESN8357F225739:2021-02-21T18:50:52Z,13:48:00,13:48:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8357F225739:2021-02-21T18:50:52Z,15:26:00,15:29:00,StopPoint:OCETGV-87485490,1,,0,0,
OCESN8357F225739:2021-02-21T18:50:52Z,15:44:00,15:47:00,StopPoint:OCETGV-87485300,2,,0,0,
OCESN8357F225739:2021-02-21T18:50:52Z,16:05:00,16:08:00,StopPoint:OCETGV-87485227,3,,0,0,
OCESN8357F225739:2021-02-21T18:50:52Z,16:27:00,16:27:00,StopPoint:OCETGV-87485003,4,,1,0,
OCESN8359F147685:2021-02-19T18:51:30Z,13:41:00,13:41:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8359F147685:2021-02-19T18:51:30Z,15:25:00,15:28:00,StopPoint:OCETGV-87485490,1,,0,0,
OCESN8359F147685:2021-02-19T18:51:30Z,15:43:00,15:46:00,StopPoint:OCETGV-87485300,2,,0,0,
OCESN8359F147685:2021-02-19T18:51:30Z,16:22:00,16:22:00,StopPoint:OCETGV-87485003,3,,1,0,
OCESN8359F224528:2021-02-20T18:50:55Z,13:48:00,13:48:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8359F224528:2021-02-20T18:50:55Z,15:25:00,15:28:00,StopPoint:OCETGV-87485490,1,,0,0,
OCESN8359F224528:2021-02-20T18:50:55Z,15:43:00,15:46:00,StopPoint:OCETGV-87485300,2,,0,0,
OCESN8359F224528:2021-02-20T18:50:55Z,16:22:00,16:22:00,StopPoint:OCETGV-87485003,3,,1,0,
OCESN8360F154826:2021-02-21T18:50:52Z,07:04:00,07:04:00,StopPoint:OCETGV-87485003,0,,0,1,
OCESN8360F154826:2021-02-21T18:50:52Z,07:40:00,07:43:00,StopPoint:OCETGV-87485300,1,,0,0,
OCESN8360F154826:2021-02-21T18:50:52Z,09:37:00,09:37:00,StopPoint:OCETGV-87391003,2,,1,0,
OCESN8360F221437:2021-02-21T18:50:52Z,07:04:00,07:04:00,StopPoint:OCETGV-87485003,0,,0,1,
OCESN8360F221437:2021-02-21T18:50:52Z,07:40:00,07:43:00,StopPoint:OCETGV-87485300,1,,0,0,
OCESN8360F221437:2021-02-21T18:50:52Z,09:34:00,09:34:00,StopPoint:OCETGV-87391003,2,,1,0,
OCESN8361F141950:2021-02-19T18:51:30Z,15:37:00,15:37:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8361F141950:2021-02-19T18:51:30Z,17:37:00,17:40:00,StopPoint:OCETGV INOUI-87485300,1,,0,0,
OCESN8361F141950:2021-02-19T18:51:30Z,17:58:00,18:01:00,StopPoint:OCETGV INOUI-87485227,2,,0,0,
OCESN8361F141950:2021-02-19T18:51:30Z,18:20:00,18:20:00,StopPoint:OCETGV INOUI-87485003,3,,1,0,
OCESN8361F214815:2021-02-19T13:09:32Z,15:44:00,15:44:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8361F214815:2021-02-19T13:09:32Z,17:37:00,17:40:00,StopPoint:OCETGV INOUI-87485300,1,,0,0,
OCESN8361F214815:2021-02-19T13:09:32Z,17:58:00,18:01:00,StopPoint:OCETGV INOUI-87485227,2,,0,0,
OCESN8361F214815:2021-02-19T13:09:32Z,18:20:00,18:20:00,StopPoint:OCETGV INOUI-87485003,3,,1,0,
OCESN8362F149934:2021-02-19T13:09:32Z,08:47:00,08:47:00,StopPoint:OCETGV INOUI-87485003,0,,0,1,
OCESN8362F149934:2021-02-19T13:09:32Z,09:05:00,09:08:00,StopPoint:OCETGV INOUI-87485227,1,,0,0,
OCESN8362F149934:2021-02-19T13:09:32Z,09:26:00,09:29:00,StopPoint:OCETGV INOUI-87485300,2,,0,0,
OCESN8362F149934:2021-02-19T13:09:32Z,10:41:00,10:45:00,StopPoint:OCETGV INOUI-87571240,3,,0,0,
OCESN8362F149934:2021-02-19T13:09:32Z,11:45:00,11:45:00,StopPoint:OCETGV INOUI-87391003,4,,1,0,
OCESN8362F220334:2021-02-21T18:50:52Z,08:47:00,08:47:00,StopPoint:OCETGV INOUI-87485003,0,,0,1,
OCESN8362F220334:2021-02-21T18:50:52Z,09:05:00,09:08:00,StopPoint:OCETGV INOUI-87485227,1,,0,0,
OCESN8362F220334:2021-02-21T18:50:52Z,09:26:00,09:29:00,StopPoint:OCETGV INOUI-87485300,2,,0,0,
OCESN8362F220334:2021-02-21T18:50:52Z,10:32:00,10:36:00,StopPoint:OCETGV INOUI-87571240,3,,0,0,
OCESN8362F220334:2021-02-21T18:50:52Z,11:37:00,11:37:00,StopPoint:OCETGV INOUI-87391003,4,,1,0,
OCESN8362F221442:2021-02-19T13:09:32Z,08:47:00,08:47:00,StopPoint:OCETGV INOUI-87485003,0,,0,1,
OCESN8362F221442:2021-02-19T13:09:32Z,09:05:00,09:08:00,StopPoint:OCETGV INOUI-87485227,1,,0,0,
OCESN8362F221442:2021-02-19T13:09:32Z,09:26:00,09:29:00,StopPoint:OCETGV INOUI-87485300,2,,0,0,
OCESN8362F221442:2021-02-19T13:09:32Z,10:41:00,10:45:00,StopPoint:OCETGV INOUI-87571240,3,,0,0,
OCESN8362F221442:2021-02-19T13:09:32Z,11:46:00,11:46:00,StopPoint:OCETGV INOUI-87391003,4,,1,0,
OCESN8362F223824:2021-02-20T18:50:55Z,08:47:00,08:47:00,StopPoint:OCETGV INOUI-87485003,0,,0,1,
OCESN8362F223824:2021-02-20T18:50:55Z,09:05:00,09:08:00,StopPoint:OCETGV INOUI-87485227,1,,0,0,
OCESN8362F223824:2021-02-20T18:50:55Z,09:26:00,09:29:00,StopPoint:OCETGV INOUI-87485300,2,,0,0,
OCESN8362F223824:2021-02-20T18:50:55Z,10:33:00,10:36:00,StopPoint:OCETGV INOUI-87571240,3,,0,0,
OCESN8362F223824:2021-02-20T18:50:55Z,11:37:00,11:37:00,StopPoint:OCETGV INOUI-87391003,4,,1,0,
OCESN8363F138774:2021-02-21T18:50:52Z,15:36:00,15:36:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8363F138774:2021-02-21T18:50:52Z,17:37:00,17:40:00,StopPoint:OCETGV INOUI-87485300,1,,0,0,
OCESN8363F138774:2021-02-21T18:50:52Z,18:17:00,18:17:00,StopPoint:OCETGV INOUI-87485003,2,,1,0,
OCESN8363F225744:2021-02-21T18:50:52Z,15:44:00,15:44:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8363F225744:2021-02-21T18:50:52Z,17:37:00,17:40:00,StopPoint:OCETGV INOUI-87485300,1,,0,0,
OCESN8363F225744:2021-02-21T18:50:52Z,18:17:00,18:17:00,StopPoint:OCETGV INOUI-87485003,2,,1,0,
OCESN8364F155510:2021-02-21T18:50:52Z,11:25:00,11:25:00,StopPoint:OCETGV INOUI-87485003,0,,0,1,
OCESN8364F155510:2021-02-21T18:50:52Z,11:43:00,11:46:00,StopPoint:OCETGV INOUI-87485227,1,,0,0,
OCESN8364F155510:2021-02-21T18:50:52Z,12:04:00,12:07:00,StopPoint:OCETGV INOUI-87485300,2,,0,0,
OCESN8364F155510:2021-02-21T18:50:52Z,14:02:00,14:02:00,StopPoint:OCETGV INOUI-87391003,3,,1,0,
OCESN8364F214873:2021-02-19T13:09:32Z,11:25:00,11:25:00,StopPoint:OCETGV INOUI-87485003,0,,0,1,
OCESN8364F214873:2021-02-19T13:09:32Z,11:43:00,11:46:00,StopPoint:OCETGV INOUI-87485227,1,,0,0,
OCESN8364F214873:2021-02-19T13:09:32Z,12:04:00,12:07:00,StopPoint:OCETGV INOUI-87485300,2,,0,0,
OCESN8364F214873:2021-02-19T13:09:32Z,13:59:00,13:59:00,StopPoint:OCETGV INOUI-87391003,3,,1,0,
OCESN8365F219878:2021-02-21T18:50:52Z,17:20:00,17:20:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8365F219878:2021-02-21T18:50:52Z,19:22:00,19:25:00,StopPoint:OCETGV INOUI-87485300,1,,0,0,
OCESN8365F219878:2021-02-21T18:50:52Z,20:01:00,20:01:00,StopPoint:OCETGV INOUI-87485003,2,,1,0,
OCESN8366F134141:2021-02-21T18:50:52Z,17:01:00,17:01:00,StopPoint:OCETGV-87485003,0,,0,1,
OCESN8366F134141:2021-02-21T18:50:52Z,17:19:00,17:22:00,StopPoint:OCETGV-87485227,1,,0,0,
OCESN8366F134141:2021-02-21T18:50:52Z,17:40:00,17:43:00,StopPoint:OCETGV-87485300,2,,0,0,
OCESN8366F134141:2021-02-21T18:50:52Z,19:37:00,19:37:00,StopPoint:OCETGV-87391003,3,,1,0,
OCESN8366F214876:2021-02-19T13:09:32Z,17:01:00,17:01:00,StopPoint:OCETGV-87485003,0,,0,1,
OCESN8366F214876:2021-02-19T13:09:32Z,17:19:00,17:22:00,StopPoint:OCETGV-87485227,1,,0,0,
OCESN8366F214876:2021-02-19T13:09:32Z,17:40:00,17:43:00,StopPoint:OCETGV-87485300,2,,0,0,
OCESN8366F214876:2021-02-19T13:09:32Z,19:34:00,19:34:00,StopPoint:OCETGV-87391003,3,,1,0,
OCESN8367F135494:2021-02-20T18:50:55Z,17:24:00,17:24:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8367F135494:2021-02-20T18:50:55Z,18:13:00,18:16:00,StopPoint:OCETGV-87571216,1,,0,0,
OCESN8367F135494:2021-02-20T18:50:55Z,18:35:00,18:43:00,StopPoint:OCETGV-87571240,2,,0,0,
OCESN8367F135494:2021-02-20T18:50:55Z,19:47:00,19:50:00,StopPoint:OCETGV-87485300,3,,0,0,
OCESN8367F135494:2021-02-20T18:50:55Z,20:08:00,20:10:00,StopPoint:OCETGV-87485227,4,,0,0,
OCESN8367F135494:2021-02-20T18:50:55Z,20:30:00,20:30:00,StopPoint:OCETGV-87485003,5,,1,0,
OCESN8367F223135:2021-02-19T18:51:30Z,17:35:00,17:35:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8367F223135:2021-02-19T18:51:30Z,18:18:00,18:20:00,StopPoint:OCETGV-87571216,1,,0,0,
OCESN8367F223135:2021-02-19T18:51:30Z,18:40:00,18:44:00,StopPoint:OCETGV-87571240,2,,0,0,
OCESN8367F223135:2021-02-19T18:51:30Z,19:48:00,19:51:00,StopPoint:OCETGV-87485300,3,,0,0,
OCESN8367F223135:2021-02-19T18:51:30Z,20:09:00,20:11:00,StopPoint:OCETGV-87485227,4,,0,0,
OCESN8367F223135:2021-02-19T18:51:30Z,20:31:00,20:31:00,StopPoint:OCETGV-87485003,5,,1,0,
OCESN8369F134462:2021-02-20T18:50:55Z,17:35:00,17:35:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8369F134462:2021-02-20T18:50:55Z,18:17:00,18:20:00,StopPoint:OCETGV INOUI-87571216,1,,0,0,
OCESN8369F134462:2021-02-20T18:50:55Z,18:39:00,18:43:00,StopPoint:OCETGV INOUI-87571240,2,,0,0,
OCESN8369F134462:2021-02-20T18:50:55Z,19:50:00,19:53:00,StopPoint:OCETGV INOUI-87485300,3,,0,0,
OCESN8369F134462:2021-02-20T18:50:55Z,20:30:00,20:30:00,StopPoint:OCETGV INOUI-87485003,4,,1,0,
OCESN8369F202411:2021-02-19T13:09:32Z,17:28:00,17:28:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8369F202411:2021-02-19T13:09:32Z,18:17:00,18:20:00,StopPoint:OCETGV INOUI-87571216,1,,0,0,
OCESN8369F202411:2021-02-19T13:09:32Z,18:39:00,18:43:00,StopPoint:OCETGV INOUI-87571240,2,,0,0,
OCESN8369F202411:2021-02-19T13:09:32Z,19:50:00,19:53:00,StopPoint:OCETGV INOUI-87485300,3,,0,0,
OCESN8369F202411:2021-02-19T13:09:32Z,20:28:00,20:28:00,StopPoint:OCETGV INOUI-87485003,4,,1,0,
OCESN8369F225747:2021-02-21T18:50:52Z,17:35:00,17:35:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8369F225747:2021-02-21T18:50:52Z,18:17:00,18:20:00,StopPoint:OCETGV INOUI-87571216,1,,0,0,
OCESN8369F225747:2021-02-21T18:50:52Z,18:39:00,18:43:00,StopPoint:OCETGV INOUI-87571240,2,,0,0,
OCESN8369F225747:2021-02-21T18:50:52Z,19:50:00,19:53:00,StopPoint:OCETGV INOUI-87485300,3,,0,0,
OCESN8369F225747:2021-02-21T18:50:52Z,20:28:00,20:28:00,StopPoint:OCETGV INOUI-87485003,4,,1,0,
OCESN8370F222578:2021-02-19T18:51:30Z,05:35:00,05:35:00,StopPoint:OCETGV-87485003,0,,0,1,
OCESN8370F222578:2021-02-19T18:51:30Z,05:53:00,05:56:00,StopPoint:OCETGV-87485227,1,,0,0,
OCESN8370F222578:2021-02-19T18:51:30Z,06:14:00,06:17:00,StopPoint:OCETGV-87485300,2,,0,0,
OCESN8370F222578:2021-02-19T18:51:30Z,06:31:00,06:34:00,StopPoint:OCETGV-87485490,3,,0,0,
OCESN8370F222578:2021-02-19T18:51:30Z,07:05:00,07:15:00,StopPoint:OCETGV-87575001,4,,0,0,
OCESN8370F222578:2021-02-19T18:51:30Z,08:36:00,08:36:00,StopPoint:OCETGV-87391003,5,,1,0,
OCESN8371F201847:2021-02-19T13:09:32Z,07:20:00,07:20:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8371F201847:2021-02-19T13:09:32Z,08:45:00,08:48:00,StopPoint:OCETGV INOUI-87575001,1,,0,0,
OCESN8371F201847:2021-02-19T13:09:32Z,09:35:00,09:38:00,StopPoint:OCETGV INOUI-87485300,2,,0,0,
OCESN8371F201847:2021-02-19T13:09:32Z,09:56:00,09:59:00,StopPoint:OCETGV INOUI-87485227,3,,0,0,
OCESN8371F201847:2021-02-19T13:09:32Z,10:18:00,10:18:00,StopPoint:OCETGV INOUI-87485003,4,,1,0,
OCESN8371F223218:2021-02-19T18:51:30Z,07:15:00,07:15:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8371F223218:2021-02-19T18:51:30Z,08:33:00,08:48:00,StopPoint:OCETGV INOUI-87575001,1,,0,0,
OCESN8371F223218:2021-02-19T18:51:30Z,09:34:00,09:37:00,StopPoint:OCETGV INOUI-87485300,2,,0,0,
OCESN8371F223218:2021-02-19T18:51:30Z,09:55:00,09:58:00,StopPoint:OCETGV INOUI-87485227,3,,0,0,
OCESN8371F223218:2021-02-19T18:51:30Z,10:17:00,10:17:00,StopPoint:OCETGV INOUI-87485003,4,,1,0,
OCESN8375F202413:2021-02-20T18:50:55Z,09:05:00,09:05:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8375F202413:2021-02-20T18:50:55Z,10:11:00,10:15:00,StopPoint:OCETGV INOUI-87571240,1,,0,0,
OCESN8375F202413:2021-02-20T18:50:55Z,10:48:00,10:51:00,StopPoint:OCETGV INOUI-87575001,2,,0,0,
OCESN8375F202413:2021-02-20T18:50:55Z,11:21:00,11:24:00,StopPoint:OCETGV INOUI-87485490,3,,0,0,
OCESN8375F202413:2021-02-20T18:50:55Z,11:39:00,11:42:00,StopPoint:OCETGV INOUI-87485300,4,,0,0,
OCESN8375F202413:2021-02-20T18:50:55Z,12:00:00,12:02:00,StopPoint:OCETGV INOUI-87485227,5,,0,0,
OCESN8375F202413:2021-02-20T18:50:55Z,12:21:00,12:21:00,StopPoint:OCETGV INOUI-87485003,6,,1,0,
OCESN8375F225749:2021-02-21T18:50:52Z,09:13:00,09:13:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8375F225749:2021-02-21T18:50:52Z,10:11:00,10:15:00,StopPoint:OCETGV INOUI-87571240,1,,0,0,
OCESN8375F225749:2021-02-21T18:50:52Z,10:48:00,10:51:00,StopPoint:OCETGV INOUI-87575001,2,,0,0,
OCESN8375F225749:2021-02-21T18:50:52Z,11:21:00,11:24:00,StopPoint:OCETGV INOUI-87485490,3,,0,0,
OCESN8375F225749:2021-02-21T18:50:52Z,11:39:00,11:42:00,StopPoint:OCETGV INOUI-87485300,4,,0,0,
OCESN8375F225749:2021-02-21T18:50:52Z,12:00:00,12:02:00,StopPoint:OCETGV INOUI-87485227,5,,0,0,
OCESN8375F225749:2021-02-21T18:50:52Z,12:21:00,12:21:00,StopPoint:OCETGV INOUI-87485003,6,,1,0,
OCESN8377F147055:2021-02-21T18:50:52Z,12:10:00,12:10:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8377F147055:2021-02-21T18:50:52Z,13:15:00,13:19:00,StopPoint:OCETGV-87571240,1,,0,0,
OCESN8377F147055:2021-02-21T18:50:52Z,13:49:00,13:53:00,StopPoint:OCETGV-87575001,2,,0,0,
OCESN8377F147055:2021-02-21T18:50:52Z,14:39:00,14:42:00,StopPoint:OCETGV-87485300,3,,0,0,
OCESN8377F147055:2021-02-21T18:50:52Z,15:00:00,15:03:00,StopPoint:OCETGV-87485227,4,,0,0,
OCESN8377F147055:2021-02-21T18:50:52Z,15:22:00,15:22:00,StopPoint:OCETGV-87485003,5,,1,0,
OCESN8377F221465:2021-02-19T13:09:32Z,12:18:00,12:18:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8377F221465:2021-02-19T13:09:32Z,13:15:00,13:19:00,StopPoint:OCETGV-87571240,1,,0,0,
OCESN8377F221465:2021-02-19T13:09:32Z,13:49:00,13:53:00,StopPoint:OCETGV-87575001,2,,0,0,
OCESN8377F221465:2021-02-19T13:09:32Z,14:39:00,14:42:00,StopPoint:OCETGV-87485300,3,,0,0,
OCESN8377F221465:2021-02-19T13:09:32Z,15:00:00,15:03:00,StopPoint:OCETGV-87485227,4,,0,0,
OCESN8377F221465:2021-02-19T13:09:32Z,15:22:00,15:22:00,StopPoint:OCETGV-87485003,5,,1,0,
OCESN8378F183389:2021-02-21T18:50:52Z,13:37:00,13:37:00,StopPoint:OCETGV INOUI-87485003,0,,0,1,
OCESN8378F183389:2021-02-21T18:50:52Z,13:59:00,14:02:00,StopPoint:OCETGV INOUI-87485227,1,,0,0,
OCESN8378F183389:2021-02-21T18:50:52Z,14:21:00,14:24:00,StopPoint:OCETGV INOUI-87485300,2,,0,0,
OCESN8378F183389:2021-02-21T18:50:52Z,14:38:00,14:41:00,StopPoint:OCETGV INOUI-87485490,3,,0,0,
OCESN8378F183389:2021-02-21T18:50:52Z,15:33:00,15:37:00,StopPoint:OCETGV INOUI-87571240,4,,0,0,
OCESN8378F183389:2021-02-21T18:50:52Z,16:37:00,16:37:00,StopPoint:OCETGV INOUI-87391003,5,,1,0,
OCESN8378F225501:2021-02-21T18:50:52Z,13:37:00,13:37:00,StopPoint:OCETGV INOUI-87485003,0,,0,1,
OCESN8378F225501:2021-02-21T18:50:52Z,13:59:00,14:02:00,StopPoint:OCETGV INOUI-87485227,1,,0,0,
OCESN8378F225501:2021-02-21T18:50:52Z,14:21:00,14:24:00,StopPoint:OCETGV INOUI-87485300,2,,0,0,
OCESN8378F225501:2021-02-21T18:50:52Z,14:38:00,14:41:00,StopPoint:OCETGV INOUI-87485490,3,,0,0,
OCESN8378F225501:2021-02-21T18:50:52Z,15:33:00,15:37:00,StopPoint:OCETGV INOUI-87571240,4,,0,0,
OCESN8378F225501:2021-02-21T18:50:52Z,16:35:00,16:35:00,StopPoint:OCETGV INOUI-87391003,5,,1,0,
OCESN8379F147056:2021-02-19T18:51:30Z,12:10:00,12:10:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8379F147056:2021-02-19T18:51:30Z,13:15:00,13:19:00,StopPoint:OCETGV-87571240,1,,0,0,
OCESN8379F147056:2021-02-19T18:51:30Z,13:49:00,13:53:00,StopPoint:OCETGV-87575001,2,,0,0,
OCESN8379F147056:2021-02-19T18:51:30Z,14:41:00,14:44:00,StopPoint:OCETGV-87485300,3,,0,0,
OCESN8379F147056:2021-02-19T18:51:30Z,15:19:00,15:19:00,StopPoint:OCETGV-87485003,4,,1,0,
OCESN8379F157042:2021-02-16T18:50:48Z,12:27:00,12:27:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8379F157042:2021-02-16T18:50:48Z,13:49:00,13:53:00,StopPoint:OCETGV-87575001,1,,0,0,
OCESN8379F157042:2021-02-16T18:50:48Z,14:40:00,14:43:00,StopPoint:OCETGV-87485300,2,,0,0,
OCESN8379F157042:2021-02-16T18:50:48Z,15:18:00,15:18:00,StopPoint:OCETGV-87485003,3,,1,0,
OCESN8379F157509:2021-02-21T18:50:52Z,12:13:00,12:13:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8379F157509:2021-02-21T18:50:52Z,13:38:00,13:53:00,StopPoint:OCETGV-87575001,1,,0,0,
OCESN8379F157509:2021-02-21T18:50:52Z,14:40:00,14:43:00,StopPoint:OCETGV-87485300,2,,0,0,
OCESN8379F157509:2021-02-21T18:50:52Z,15:18:00,15:18:00,StopPoint:OCETGV-87485003,3,,1,0,
OCESN8379F157510:2021-02-16T18:50:48Z,12:20:00,12:20:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8379F157510:2021-02-16T18:50:48Z,13:38:00,13:53:00,StopPoint:OCETGV-87575001,1,,0,0,
OCESN8379F157510:2021-02-16T18:50:48Z,14:40:00,14:43:00,StopPoint:OCETGV-87485300,2,,0,0,
OCESN8379F157510:2021-02-16T18:50:48Z,15:18:00,15:18:00,StopPoint:OCETGV-87485003,3,,1,0,
OCESN8379F214983:2021-02-19T13:09:32Z,12:18:00,12:18:00,StopPoint:OCETGV-87391003,0,,0,1,
