trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN5470F202464:2021-02-21T18:50:52Z,07:39:00,07:39:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5470F202464:2021-02-21T18:50:52Z,08:20:00,08:23:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5470F202464:2021-02-21T18:50:52Z,09:00:00,09:03:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5470F202464:2021-02-21T18:50:52Z,09:33:00,09:47:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5470F202464:2021-02-21T18:50:52Z,09:59:00,10:03:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5470F202464:2021-02-21T18:50:52Z,10:34:00,10:37:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5470F202464:2021-02-21T18:50:52Z,11:30:00,11:33:00,StopPoint:OCETGV INOUI-87396002,6,,0,0,
OCESN5470F202464:2021-02-21T18:50:52Z,12:15:00,12:15:00,StopPoint:OCETGV INOUI-87471003,7,,1,0,
OCESN5470F216023:2021-02-20T18:50:55Z,07:19:00,07:19:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5470F216023:2021-02-20T18:50:55Z,08:07:00,08:10:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5470F216023:2021-02-20T18:50:55Z,08:53:00,09:00:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5470F216023:2021-02-20T18:50:55Z,09:29:00,09:44:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5470F216023:2021-02-20T18:50:55Z,09:58:00,10:02:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5470F216023:2021-02-20T18:50:55Z,10:32:00,10:36:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5470F216023:2021-02-20T18:50:55Z,11:31:00,11:34:00,StopPoint:OCETGV INOUI-87396002,6,,0,0,
OCESN5470F216023:2021-02-20T18:50:55Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87471003,7,,1,0,
OCESN5470F223044:2021-02-19T18:51:30Z,07:34:00,07:34:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5470F223044:2021-02-19T18:51:30Z,08:20:00,08:23:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5470F223044:2021-02-19T18:51:30Z,09:00:00,09:03:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5470F223044:2021-02-19T18:51:30Z,09:33:00,09:47:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5470F223044:2021-02-19T18:51:30Z,09:59:00,10:03:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5470F223044:2021-02-19T18:51:30Z,10:33:00,10:37:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5470F223044:2021-02-19T18:51:30Z,11:32:00,11:35:00,StopPoint:OCETGV INOUI-87396002,6,,0,0,
OCESN5470F223044:2021-02-19T18:51:30Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87471003,7,,1,0,
OCESN5470F226199:2021-02-21T18:50:52Z,07:31:00,07:31:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5470F226199:2021-02-21T18:50:52Z,08:12:00,08:15:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5470F226199:2021-02-21T18:50:52Z,08:53:00,09:00:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5470F226199:2021-02-21T18:50:52Z,09:31:00,09:46:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5470F226199:2021-02-21T18:50:52Z,09:58:00,10:02:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5470F226199:2021-02-21T18:50:52Z,10:33:00,10:37:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5470F226199:2021-02-21T18:50:52Z,11:31:00,11:34:00,StopPoint:OCETGV INOUI-87396002,6,,0,0,
OCESN5470F226199:2021-02-21T18:50:52Z,12:17:00,12:17:00,StopPoint:OCETGV INOUI-87471003,7,,1,0,
OCESN5470F226268:2021-02-21T18:50:52Z,07:31:00,07:31:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5470F226268:2021-02-21T18:50:52Z,08:12:00,08:15:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5470F226268:2021-02-21T18:50:52Z,08:53:00,09:00:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5470F226268:2021-02-21T18:50:52Z,09:29:00,09:44:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5470F226268:2021-02-21T18:50:52Z,09:58:00,10:02:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5470F226268:2021-02-21T18:50:52Z,10:32:00,10:36:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5470F226268:2021-02-21T18:50:52Z,11:28:00,11:34:00,StopPoint:OCETGV INOUI-87396002,6,,0,0,
OCESN5470F226268:2021-02-21T18:50:52Z,12:18:00,12:18:00,StopPoint:OCETGV INOUI-87471003,7,,1,0,
OCESN5480F104755:2021-02-19T18:51:30Z,15:35:00,15:35:00,StopPoint:OCETGV INOUI-87481002,0,,0,1,
OCESN5480F104755:2021-02-19T18:51:30Z,16:12:00,16:15:00,StopPoint:OCETGV INOUI-87484006,1,,0,0,
OCESN5480F104755:2021-02-19T18:51:30Z,16:54:00,16:57:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5480F104755:2021-02-19T18:51:30Z,17:50:00,17:55:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5480F104755:2021-02-19T18:51:30Z,18:28:00,18:32:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5480F104755:2021-02-19T18:51:30Z,18:42:00,18:58:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5480F104755:2021-02-19T18:51:30Z,19:30:00,19:36:00,StopPoint:OCETGV INOUI-87171926,6,,0,0,
OCESN5480F104755:2021-02-19T18:51:30Z,20:15:00,20:29:00,StopPoint:OCETGV INOUI-87142109,7,,0,0,
OCESN5480F104755:2021-02-19T18:51:30Z,21:11:00,21:11:00,StopPoint:OCETGV INOUI-87212027,8,,1,0,
OCESN5480F110926:2021-02-21T18:50:52Z,15:35:00,15:35:00,StopPoint:OCETGV INOUI-87481002,0,,0,1,
OCESN5480F110926:2021-02-21T18:50:52Z,16:12:00,16:15:00,StopPoint:OCETGV INOUI-87484006,1,,0,0,
OCESN5480F110926:2021-02-21T18:50:52Z,16:59:00,17:02:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5480F110926:2021-02-21T18:50:52Z,17:52:00,17:55:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5480F110926:2021-02-21T18:50:52Z,18:28:00,18:32:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5480F110926:2021-02-21T18:50:52Z,18:42:00,18:58:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5480F110926:2021-02-21T18:50:52Z,19:30:00,19:36:00,StopPoint:OCETGV INOUI-87171926,6,,0,0,
OCESN5480F110926:2021-02-21T18:50:52Z,20:15:00,20:29:00,StopPoint:OCETGV INOUI-87142109,7,,0,0,
OCESN5480F110926:2021-02-21T18:50:52Z,21:11:00,21:11:00,StopPoint:OCETGV INOUI-87212027,8,,1,0,
OCESN5480F182808:2021-02-19T13:09:32Z,15:35:00,15:35:00,StopPoint:OCETGV INOUI-87481002,0,,0,1,
OCESN5480F182808:2021-02-19T13:09:32Z,16:12:00,16:15:00,StopPoint:OCETGV INOUI-87484006,1,,0,0,
OCESN5480F182808:2021-02-19T13:09:32Z,16:59:00,17:02:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5480F182808:2021-02-19T13:09:32Z,17:52:00,17:55:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5480F182808:2021-02-19T13:09:32Z,18:28:00,18:32:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5480F182808:2021-02-19T13:09:32Z,18:42:00,18:58:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5480F182808:2021-02-19T13:09:32Z,19:30:00,19:36:00,StopPoint:OCETGV INOUI-87171926,6,,0,0,
OCESN5480F182808:2021-02-19T13:09:32Z,20:15:00,20:22:00,StopPoint:OCETGV INOUI-87142109,7,,0,0,
OCESN5480F182808:2021-02-19T13:09:32Z,21:08:00,21:08:00,StopPoint:OCETGV INOUI-87212027,8,,1,0,
OCESN5480F225426:2021-02-21T18:50:52Z,15:35:00,15:35:00,StopPoint:OCETGV INOUI-87481002,0,,0,1,
OCESN5480F225426:2021-02-21T18:50:52Z,16:12:00,16:15:00,StopPoint:OCETGV INOUI-87484006,1,,0,0,
OCESN5480F225426:2021-02-21T18:50:52Z,16:53:00,16:56:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5480F225426:2021-02-21T18:50:52Z,17:52:00,17:55:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5480F225426:2021-02-21T18:50:52Z,18:28:00,18:32:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5480F225426:2021-02-21T18:50:52Z,18:42:00,18:58:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5480F225426:2021-02-21T18:50:52Z,19:30:00,19:36:00,StopPoint:OCETGV INOUI-87171926,6,,0,0,
OCESN5480F225426:2021-02-21T18:50:52Z,20:15:00,20:22:00,StopPoint:OCETGV INOUI-87142109,7,,0,0,
OCESN5480F225426:2021-02-21T18:50:52Z,21:08:00,21:08:00,StopPoint:OCETGV INOUI-87212027,8,,1,0,
OCESN5482F111853:2021-02-21T18:50:52Z,08:02:00,08:02:00,StopPoint:OCETGV INOUI-87481002,0,,0,1,
OCESN5482F111853:2021-02-21T18:50:52Z,08:40:00,08:43:00,StopPoint:OCETGV INOUI-87484006,1,,0,0,
OCESN5482F111853:2021-02-21T18:50:52Z,09:27:00,09:30:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5482F111853:2021-02-21T18:50:52Z,10:22:00,10:25:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5482F111853:2021-02-21T18:50:52Z,10:56:00,11:00:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5482F111853:2021-02-21T18:50:52Z,11:10:00,11:24:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5482F111853:2021-02-21T18:50:52Z,11:53:00,11:56:00,StopPoint:OCETGV INOUI-87171926,6,,0,0,
OCESN5482F111853:2021-02-21T18:50:52Z,12:33:00,12:36:00,StopPoint:OCETGV INOUI-87142109,7,,0,0,
OCESN5482F111853:2021-02-21T18:50:52Z,13:21:00,13:21:00,StopPoint:OCETGV INOUI-87212027,8,,1,0,
OCESN5482F111855:2021-02-19T18:51:30Z,08:02:00,08:02:00,StopPoint:OCETGV INOUI-87481002,0,,0,1,
OCESN5482F111855:2021-02-19T18:51:30Z,08:40:00,08:43:00,StopPoint:OCETGV INOUI-87484006,1,,0,0,
OCESN5482F111855:2021-02-19T18:51:30Z,09:27:00,09:30:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5482F111855:2021-02-19T18:51:30Z,10:22:00,10:25:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5482F111855:2021-02-19T18:51:30Z,10:56:00,11:00:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5482F111855:2021-02-19T18:51:30Z,11:10:00,11:24:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5482F111855:2021-02-19T18:51:30Z,11:52:00,11:55:00,StopPoint:OCETGV INOUI-87171926,6,,0,0,
OCESN5482F111855:2021-02-19T18:51:30Z,12:32:00,12:35:00,StopPoint:OCETGV INOUI-87142109,7,,0,0,
OCESN5482F111855:2021-02-19T18:51:30Z,13:21:00,13:21:00,StopPoint:OCETGV INOUI-87212027,8,,1,0,
OCESN5482F200615:2021-02-20T18:50:55Z,08:06:00,08:06:00,StopPoint:OCETGV INOUI-87481002,0,,0,1,
OCESN5482F200615:2021-02-20T18:50:55Z,08:45:00,08:48:00,StopPoint:OCETGV INOUI-87484006,1,,0,0,
OCESN5482F200615:2021-02-20T18:50:55Z,09:25:00,09:28:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5482F200615:2021-02-20T18:50:55Z,10:22:00,10:25:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5482F200615:2021-02-20T18:50:55Z,10:56:00,11:00:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5482F200615:2021-02-20T18:50:55Z,11:10:00,11:24:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5482F200615:2021-02-20T18:50:55Z,11:53:00,11:56:00,StopPoint:OCETGV INOUI-87171926,6,,0,0,
OCESN5482F200615:2021-02-20T18:50:55Z,12:33:00,12:36:00,StopPoint:OCETGV INOUI-87142109,7,,0,0,
OCESN5482F200615:2021-02-20T18:50:55Z,13:18:00,13:18:00,StopPoint:OCETGV INOUI-87212027,8,,1,0,
OCESN5482F209152:2021-02-21T18:50:52Z,08:02:00,08:02:00,StopPoint:OCETGV INOUI-87481002,0,,0,1,
OCESN5482F209152:2021-02-21T18:50:52Z,08:40:00,08:43:00,StopPoint:OCETGV INOUI-87484006,1,,0,0,
OCESN5482F209152:2021-02-21T18:50:52Z,09:21:00,09:24:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5482F209152:2021-02-21T18:50:52Z,10:22:00,10:25:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5482F209152:2021-02-21T18:50:52Z,10:56:00,11:00:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5482F209152:2021-02-21T18:50:52Z,11:10:00,11:24:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5482F209152:2021-02-21T18:50:52Z,11:52:00,11:55:00,StopPoint:OCETGV INOUI-87171926,6,,0,0,
OCESN5482F209152:2021-02-21T18:50:52Z,12:32:00,12:35:00,StopPoint:OCETGV INOUI-87142109,7,,0,0,
OCESN5482F209152:2021-02-21T18:50:52Z,13:21:00,13:21:00,StopPoint:OCETGV INOUI-87212027,8,,1,0,
OCESN5487F111863:2021-02-21T18:50:52Z,07:39:00,07:39:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5487F111863:2021-02-21T18:50:52Z,08:20:00,08:23:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5487F111863:2021-02-21T18:50:52Z,09:00:00,09:03:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5487F111863:2021-02-21T18:50:52Z,09:33:00,09:47:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5487F111863:2021-02-21T18:50:52Z,09:59:00,10:03:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5487F111863:2021-02-21T18:50:52Z,10:34:00,10:45:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5487F111863:2021-02-21T18:50:52Z,11:43:00,11:46:00,StopPoint:OCETGV INOUI-87571240,6,,0,0,
OCESN5487F111863:2021-02-21T18:50:52Z,12:37:00,12:40:00,StopPoint:OCETGV INOUI-87484006,7,,0,0,
OCESN5487F111863:2021-02-21T18:50:52Z,13:19:00,13:19:00,StopPoint:OCETGV INOUI-87481002,8,,1,0,
OCESN5487F114444:2021-02-12T18:51:18Z,07:31:00,07:31:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5487F114444:2021-02-12T18:51:18Z,08:07:00,08:10:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5487F114444:2021-02-12T18:51:18Z,08:54:00,09:00:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5487F114444:2021-02-12T18:51:18Z,09:31:00,09:46:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5487F114444:2021-02-12T18:51:18Z,09:58:00,10:02:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5487F114444:2021-02-12T18:51:18Z,10:34:00,10:45:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5487F114444:2021-02-12T18:51:18Z,11:43:00,11:46:00,StopPoint:OCETGV INOUI-87571240,6,,0,0,
OCESN5487F114444:2021-02-12T18:51:18Z,12:37:00,12:40:00,StopPoint:OCETGV INOUI-87484006,7,,0,0,
OCESN5487F114444:2021-02-12T18:51:18Z,13:19:00,13:19:00,StopPoint:OCETGV INOUI-87481002,8,,1,0,
OCESN5487F142263:2021-02-18T19:09:53Z,07:31:00,07:31:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5487F142263:2021-02-18T19:09:53Z,08:20:00,08:23:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5487F142263:2021-02-18T19:09:53Z,09:00:00,09:03:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5487F142263:2021-02-18T19:09:53Z,09:33:00,09:47:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5487F142263:2021-02-18T19:09:53Z,09:59:00,10:03:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5487F142263:2021-02-18T19:09:53Z,10:33:00,10:45:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5487F142263:2021-02-18T19:09:53Z,11:43:00,11:46:00,StopPoint:OCETGV INOUI-87571240,6,,0,0,
OCESN5487F142263:2021-02-18T19:09:53Z,12:37:00,12:40:00,StopPoint:OCETGV INOUI-87484006,7,,0,0,
OCESN5487F142263:2021-02-18T19:09:53Z,13:19:00,13:19:00,StopPoint:OCETGV INOUI-87481002,8,,1,0,
OCESN5487F157930:2021-02-21T18:50:52Z,07:39:00,07:39:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5487F157930:2021-02-21T18:50:52Z,08:20:00,08:23:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5487F157930:2021-02-21T18:50:52Z,09:00:00,09:03:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5487F157930:2021-02-21T18:50:52Z,09:33:00,09:47:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5487F157930:2021-02-21T18:50:52Z,09:59:00,10:03:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5487F157930:2021-02-21T18:50:52Z,10:33:00,10:51:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5487F157930:2021-02-21T18:50:52Z,11:43:00,11:46:00,StopPoint:OCETGV INOUI-87571240,6,,0,0,
OCESN5487F157930:2021-02-21T18:50:52Z,12:37:00,12:40:00,StopPoint:OCETGV INOUI-87484006,7,,0,0,
OCESN5487F157930:2021-02-21T18:50:52Z,13:19:00,13:19:00,StopPoint:OCETGV INOUI-87481002,8,,1,0,
OCESN5487F167217:2021-02-19T18:51:30Z,07:31:00,07:31:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5487F167217:2021-02-19T18:51:30Z,08:12:00,08:15:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5487F167217:2021-02-19T18:51:30Z,08:53:00,09:00:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5487F167217:2021-02-19T18:51:30Z,09:29:00,09:44:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5487F167217:2021-02-19T18:51:30Z,09:58:00,10:02:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5487F167217:2021-02-19T18:51:30Z,10:32:00,10:36:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5487F167217:2021-02-19T18:51:30Z,11:28:00,11:40:00,StopPoint:OCETGV INOUI-87396002,6,,0,0,
OCESN5487F167217:2021-02-19T18:51:30Z,12:37:00,12:40:00,StopPoint:OCETGV INOUI-87484006,7,,0,0,
OCESN5487F167217:2021-02-19T18:51:30Z,13:19:00,13:19:00,StopPoint:OCETGV INOUI-87481002,8,,1,0,
OCESN5487F175872:2021-02-19T18:51:30Z,07:31:00,07:31:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5487F175872:2021-02-19T18:51:30Z,08:12:00,08:15:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5487F175872:2021-02-19T18:51:30Z,08:53:00,09:00:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5487F175872:2021-02-19T18:51:30Z,09:29:00,09:44:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5487F175872:2021-02-19T18:51:30Z,09:58:00,10:02:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5487F175872:2021-02-19T18:51:30Z,10:32:00,10:51:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5487F175872:2021-02-19T18:51:30Z,11:43:00,11:46:00,StopPoint:OCETGV INOUI-87571240,6,,0,0,
OCESN5487F175872:2021-02-19T18:51:30Z,12:37:00,12:40:00,StopPoint:OCETGV INOUI-87484006,7,,0,0,
OCESN5487F175872:2021-02-19T18:51:30Z,13:19:00,13:19:00,StopPoint:OCETGV INOUI-87481002,8,,1,0,
OCESN5487F191855:2021-02-21T18:50:52Z,07:19:00,07:19:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5487F191855:2021-02-21T18:50:52Z,08:07:00,08:10:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5487F191855:2021-02-21T18:50:52Z,08:53:00,09:00:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5487F191855:2021-02-21T18:50:52Z,09:29:00,09:44:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5487F191855:2021-02-21T18:50:52Z,09:58:00,10:02:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5487F191855:2021-02-21T18:50:52Z,10:32:00,10:36:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5487F191855:2021-02-21T18:50:52Z,11:31:00,11:40:00,StopPoint:OCETGV INOUI-87396002,6,,0,0,
OCESN5487F191855:2021-02-21T18:50:52Z,12:37:00,12:40:00,StopPoint:OCETGV INOUI-87484006,7,,0,0,
OCESN5487F191855:2021-02-21T18:50:52Z,13:19:00,13:19:00,StopPoint:OCETGV INOUI-87481002,8,,1,0,
OCESN5487F202014:2021-02-21T18:50:52Z,07:31:00,07:31:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5487F202014:2021-02-21T18:50:52Z,08:12:00,08:15:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5487F202014:2021-02-21T18:50:52Z,08:53:00,09:00:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5487F202014:2021-02-21T18:50:52Z,09:31:00,09:46:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5487F202014:2021-02-21T18:50:52Z,09:58:00,10:02:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5487F202014:2021-02-21T18:50:52Z,10:33:00,10:45:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5487F202014:2021-02-21T18:50:52Z,11:43:00,11:46:00,StopPoint:OCETGV INOUI-87571240,6,,0,0,
OCESN5487F202014:2021-02-21T18:50:52Z,12:37:00,12:40:00,StopPoint:OCETGV INOUI-87484006,7,,0,0,
OCESN5487F202014:2021-02-21T18:50:52Z,13:19:00,13:19:00,StopPoint:OCETGV INOUI-87481002,8,,1,0,
OCESN5487F202102:2021-02-18T19:09:53Z,07:31:00,07:31:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5487F202102:2021-02-18T19:09:53Z,08:20:00,08:23:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5487F202102:2021-02-18T19:09:53Z,09:00:00,09:03:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5487F202102:2021-02-18T19:09:53Z,09:33:00,09:47:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5487F202102:2021-02-18T19:09:53Z,09:59:00,10:03:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5487F202102:2021-02-18T19:09:53Z,10:34:00,10:45:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5487F202102:2021-02-18T19:09:53Z,11:43:00,11:46:00,StopPoint:OCETGV INOUI-87571240,6,,0,0,
OCESN5487F202102:2021-02-18T19:09:53Z,12:37:00,12:40:00,StopPoint:OCETGV INOUI-87484006,7,,0,0,
OCESN5487F202102:2021-02-18T19:09:53Z,13:19:00,13:19:00,StopPoint:OCETGV INOUI-87481002,8,,1,0,
OCESN5487F206549:2021-02-19T18:51:30Z,07:19:00,07:19:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5487F206549:2021-02-19T18:51:30Z,08:07:00,08:10:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5487F206549:2021-02-19T18:51:30Z,08:53:00,09:00:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5487F206549:2021-02-19T18:51:30Z,09:29:00,09:44:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5487F206549:2021-02-19T18:51:30Z,09:58:00,10:02:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5487F206549:2021-02-19T18:51:30Z,10:32:00,10:51:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5487F206549:2021-02-19T18:51:30Z,11:43:00,11:46:00,StopPoint:OCETGV INOUI-87571240,6,,0,0,
OCESN5487F206549:2021-02-19T18:51:30Z,12:37:00,12:40:00,StopPoint:OCETGV INOUI-87484006,7,,0,0,
OCESN5487F206549:2021-02-19T18:51:30Z,13:19:00,13:19:00,StopPoint:OCETGV INOUI-87481002,8,,1,0,
OCESN5487F224373:2021-02-20T18:50:55Z,07:34:00,07:34:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5487F224373:2021-02-20T18:50:55Z,08:20:00,08:23:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5487F224373:2021-02-20T18:50:55Z,09:00:00,09:03:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
OCESN5487F224373:2021-02-20T18:50:55Z,09:33:00,09:47:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5487F224373:2021-02-20T18:50:55Z,09:59:00,10:03:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5487F224373:2021-02-20T18:50:55Z,10:33:00,10:51:00,StopPoint:OCETGV INOUI-87393702,5,,0,0,
OCESN5487F224373:2021-02-20T18:50:55Z,11:43:00,11:46:00,StopPoint:OCETGV INOUI-87571240,6,,0,0,
OCESN5487F224373:2021-02-20T18:50:55Z,12:37:00,12:40:00,StopPoint:OCETGV INOUI-87484006,7,,0,0,
OCESN5487F224373:2021-02-20T18:50:55Z,13:19:00,13:19:00,StopPoint:OCETGV INOUI-87481002,8,,1,0,
OCESN5488F109620:2021-02-19T18:51:30Z,17:31:00,17:31:00,StopPoint:OCETGV INOUI-87212027,0,,0,1,
OCESN5488F109620:2021-02-19T18:51:30Z,18:13:00,18:16:00,StopPoint:OCETGV INOUI-87142109,1,,0,0,
OCESN5488F109620:2021-02-19T18:51:30Z,18:56:00,19:00:00,StopPoint:OCETGV INOUI-87171926,2,,0,0,
